estado,nome,partido,coligacao,votos,porcentagem,cargo,ano,turno
Roraima,Luiz Inácio Lula da Silva ,PT,PT PSB PCdoB,12364,0.02,Presidente,1989,Turno 2
Pará,Luiz Inácio Lula da Silva ,PT,PT PSB PCdoB,419656,0.63,Presidente,1989,Turno 2
Amapá,Luiz Inácio Lula da Silva ,PT,PT PSB PCdoB,29926,0.05,Presidente,1989,Turno 2
Tocantins,Luiz Inácio Lula da Silva ,PT,PT PSB PCdoB,62576,0.09,Presidente,1989,Turno 2
Maranhão,Luiz Inácio Lula da Silva ,PT,PT PSB PCdoB,521854,0.79,Presidente,1989,Turno 2
Piauí,Luiz Inácio Lula da Silva ,PT,PT PSB PCdoB,411812,0.62,Presidente,1989,Turno 2
Ceará,Luiz Inácio Lula da Silva ,PT,PT PSB PCdoB,1119521,1.69,Presidente,1989,Turno 2
R. G. do Norte,Luiz Inácio Lula da Silva ,PT,PT PSB PCdoB,482465,0.73,Presidente,1989,Turno 2
Paraíba,Luiz Inácio Lula da Silva ,PT,PT PSB PCdoB,606446,0.92,Presidente,1989,Turno 2
Pernambuco,Luiz Inácio Lula da Silva ,PT,PT PSB PCdoB,1509085,2.28,Presidente,1989,Turno 2
Alagoas,Luiz Inácio Lula da Silva ,PT,PT PSB PCdoB,214890,0.32,Presidente,1989,Turno 2
Sergipe,Luiz Inácio Lula da Silva ,PT,PT PSB PCdoB,208829,0.32,Presidente,1989,Turno 2
Bahia,Luiz Inácio Lula da Silva ,PT,PT PSB PCdoB,1980907,2.99,Presidente,1989,Turno 2
Minas Gerais,Luiz Inácio Lula da Silva ,PT,PT PSB PCdoB,3355121,5.07,Presidente,1989,Turno 2
Espírito Santo,Luiz Inácio Lula da Silva ,PT,PT PSB PCdoB,473597,0.72,Presidente,1989,Turno 2
Rio de Janeiro,Luiz Inácio Lula da Silva ,PT,PT PSB PCdoB,5228265,7.9,Presidente,1989,Turno 2
São Paulo,Luiz Inácio Lula da Silva ,PT,PT PSB PCdoB,6739378,10.19,Presidente,1989,Turno 2
Paraná,Luiz Inácio Lula da Silva ,PT,PT PSB PCdoB,1357994,2.05,Presidente,1989,Turno 2
Santa Catarina,Luiz Inácio Lula da Silva ,PT,PT PSB PCdoB,1152730,1.74,Presidente,1989,Turno 2
R. G. do Sul,Luiz Inácio Lula da Silva ,PT,PT PSB PCdoB,3366802,5.09,Presidente,1989,Turno 2
M. G. do Sul,Luiz Inácio Lula da Silva ,PT,PT PSB PCdoB,215859,0.33,Presidente,1989,Turno 2
Mato Grosso,Luiz Inácio Lula da Silva ,PT,PT PSB PCdoB,240486,0.36,Presidente,1989,Turno 2
Goiás,Luiz Inácio Lula da Silva ,PT,PT PSB PCdoB,535142,0.81,Presidente,1989,Turno 2
Distrito Federal,Luiz Inácio Lula da Silva ,PT,PT PSB PCdoB,451780,0.68,Presidente,1989,Turno 2
Rondônia,Fernando Henrique Cardoso ,PSDB,PSDB PFL PTB,259418,0.41,Presidente,1994,Turno 1
Acre,Fernando Henrique Cardoso ,PSDB,PSDB PFL PTB,90132,0.14,Presidente,1994,Turno 1
Amazonas,Fernando Henrique Cardoso ,PSDB,PSDB PFL PTB,419742,0.66,Presidente,1994,Turno 1
Roraima,Fernando Henrique Cardoso ,PSDB,PSDB PFL PTB,60693,0.1,Presidente,1994,Turno 1
Pará,Fernando Henrique Cardoso ,PSDB,PSDB PFL PTB,809793,1.28,Presidente,1994,Turno 1
Amapá,Fernando Henrique Cardoso ,PSDB,PSDB PFL PTB,76397,0.12,Presidente,1994,Turno 1
Tocantins,Fernando Henrique Cardoso ,PSDB,PSDB PFL PTB,234699,0.37,Presidente,1994,Turno 1
Maranhão,Fernando Henrique Cardoso ,PSDB,PSDB PFL PTB,785417,1.24,Presidente,1994,Turno 1
Piauí,Fernando Henrique Cardoso ,PSDB,PSDB PFL PTB,476404,0.75,Presidente,1994,Turno 1
Ceará,Fernando Henrique Cardoso ,PSDB,PSDB PFL PTB,1517698,2.4,Presidente,1994,Turno 1
R. G. do Norte,Fernando Henrique Cardoso ,PSDB,PSDB PFL PTB,606681,0.96,Presidente,1994,Turno 1
Paraíba,Fernando Henrique Cardoso ,PSDB,PSDB PFL PTB,761876,1.2,Presidente,1994,Turno 1
Pernambuco,Fernando Henrique Cardoso ,PSDB,PSDB PFL PTB,1381756,2.18,Presidente,1994,Turno 1
Alagoas,Fernando Henrique Cardoso ,PSDB,PSDB PFL PTB,525036,0.83,Presidente,1994,Turno 1
Sergipe,Fernando Henrique Cardoso ,PSDB,PSDB PFL PTB,270984,0.43,Presidente,1994,Turno 1
Bahia,Fernando Henrique Cardoso ,PSDB,PSDB PFL PTB,1951179,3.08,Presidente,1994,Turno 1
Minas Gerais,Fernando Henrique Cardoso ,PSDB,PSDB PFL PTB,4536780,7.17,Presidente,1994,Turno 1
Espírito Santo,Fernando Henrique Cardoso ,PSDB,PSDB PFL PTB,714958,1.13,Presidente,1994,Turno 1
Rio de Janeiro,Fernando Henrique Cardoso ,PSDB,PSDB PFL PTB,3102664,4.9,Presidente,1994,Turno 1
São Paulo,Fernando Henrique Cardoso ,PSDB,PSDB PFL PTB,8679287,13.71,Presidente,1994,Turno 1
Paraná,Fernando Henrique Cardoso ,PSDB,PSDB PFL PTB,2382093,3.76,Presidente,1994,Turno 1
Santa Catarina,Fernando Henrique Cardoso ,PSDB,PSDB PFL PTB,789001,1.25,Presidente,1994,Turno 1
R. G. do Sul,Fernando Henrique Cardoso ,PSDB,PSDB PFL PTB,1422390,2.25,Presidente,1994,Turno 1
M. G. do Sul,Fernando Henrique Cardoso ,PSDB,PSDB PFL PTB,512527,0.81,Presidente,1994,Turno 1
Mato Grosso,Fernando Henrique Cardoso ,PSDB,PSDB PFL PTB,495956,0.78,Presidente,1994,Turno 1
Goiás,Fernando Henrique Cardoso ,PSDB,PSDB PFL PTB,1171550,1.85,Presidente,1994,Turno 1
Distrito Federal,Fernando Henrique Cardoso ,PSDB,PSDB PFL PTB,315106,0.5,Presidente,1994,Turno 1
Rondônia,Luiz Inácio Lula da Silva ,PT,PT PPS PV PSTU,89838,0.14,Presidente,1994,Turno 1
Acre,Luiz Inácio Lula da Silva ,PT,PT PPS PV PSTU,39656,0.06,Presidente,1994,Turno 1
Amazonas,Luiz Inácio Lula da Silva ,PT,PT PPS PV PSTU,161390,0.26,Presidente,1994,Turno 1
Roraima,Luiz Inácio Lula da Silva ,PT,PT PPS PV PSTU,11575,0.02,Presidente,1994,Turno 1
Pará,Luiz Inácio Lula da Silva ,PT,PT PPS PV PSTU,453794,0.72,Presidente,1994,Turno 1
Amapá,Luiz Inácio Lula da Silva ,PT,PT PPS PV PSTU,34623,0.05,Presidente,1994,Turno 1
Tocantins,Luiz Inácio Lula da Silva ,PT,PT PPS PV PSTU,54989,0.09,Presidente,1994,Turno 1
Maranhão,Luiz Inácio Lula da Silva ,PT,PT PPS PV PSTU,292057,0.46,Presidente,1994,Turno 1
Piauí,Luiz Inácio Lula da Silva ,PT,PT PPS PV PSTU,296077,0.47,Presidente,1994,Turno 1
Ceará,Luiz Inácio Lula da Silva ,PT,PT PPS PV PSTU,669425,1.06,Presidente,1994,Turno 1
R. G. do Norte,Luiz Inácio Lula da Silva ,PT,PT PPS PV PSTU,227252,0.36,Presidente,1994,Turno 1
Paraíba,Luiz Inácio Lula da Silva ,PT,PT PPS PV PSTU,311142,0.49,Presidente,1994,Turno 1
Pernambuco,Luiz Inácio Lula da Silva ,PT,PT PPS PV PSTU,949865,1.5,Presidente,1994,Turno 1
Alagoas,Luiz Inácio Lula da Silva ,PT,PT PPS PV PSTU,84929,0.13,Presidente,1994,Turno 1
Sergipe,Luiz Inácio Lula da Silva ,PT,PT PPS PV PSTU,211320,0.33,Presidente,1994,Turno 1
Bahia,Luiz Inácio Lula da Silva ,PT,PT PPS PV PSTU,1310823,2.07,Presidente,1994,Turno 1
Minas Gerais,Luiz Inácio Lula da Silva ,PT,PT PPS PV PSTU,1532740,2.42,Presidente,1994,Turno 1
Espírito Santo,Luiz Inácio Lula da Silva ,PT,PT PPS PV PSTU,331798,0.52,Presidente,1994,Turno 1
Rio de Janeiro,Luiz Inácio Lula da Silva ,PT,PT PPS PV PSTU,1689772,2.67,Presidente,1994,Turno 1
São Paulo,Luiz Inácio Lula da Silva ,PT,PT PPS PV PSTU,4205530,6.65,Presidente,1994,Turno 1
Paraná,Luiz Inácio Lula da Silva ,PT,PT PPS PV PSTU,898231,1.42,Presidente,1994,Turno 1
Santa Catarina,Luiz Inácio Lula da Silva ,PT,PT PPS PV PSTU,630999,1,Presidente,1994,Turno 1
R. G. do Sul,Luiz Inácio Lula da Silva ,PT,PT PPS PV PSTU,1610379,2.54,Presidente,1994,Turno 1
M. G. do Sul,Luiz Inácio Lula da Silva ,PT,PT PPS PV PSTU,179296,0.28,Presidente,1994,Turno 1
Mato Grosso,Luiz Inácio Lula da Silva ,PT,PT PPS PV PSTU,147307,0.23,Presidente,1994,Turno 1
Goiás,Luiz Inácio Lula da Silva ,PT,PT PPS PV PSTU,322907,0.51,Presidente,1994,Turno 1
Distrito Federal,Luiz Inácio Lula da Silva ,PT,PT PPS PV PSTU,364541,0.58,Presidente,1994,Turno 1
Rondônia,Êneas Carneiro ,PRONA,PRONA,25811,0.04,Presidente,1994,Turno 1
Acre,Êneas Carneiro ,PRONA,PRONA,12636,0.02,Presidente,1994,Turno 1
Amazonas,Êneas Carneiro ,PRONA,PRONA,59444,0.09,Presidente,1994,Turno 1
Roraima,Êneas Carneiro ,PRONA,PRONA,7313,0.01,Presidente,1994,Turno 1
Pará,Êneas Carneiro ,PRONA,PRONA,115955,0.18,Presidente,1994,Turno 1
Amapá,Êneas Carneiro ,PRONA,PRONA,11727,0.02,Presidente,1994,Turno 1
Tocantins,Êneas Carneiro ,PRONA,PRONA,12566,0.02,Presidente,1994,Turno 1
Maranhão,Êneas Carneiro ,PRONA,PRONA,72687,0.11,Presidente,1994,Turno 1
Piauí,Êneas Carneiro ,PRONA,PRONA,27083,0.04,Presidente,1994,Turno 1
Ceará,Êneas Carneiro ,PRONA,PRONA,74382,0.12,Presidente,1994,Turno 1
R. G. do Norte,Êneas Carneiro ,PRONA,PRONA,41383,0.07,Presidente,1994,Turno 1
Paraíba,Êneas Carneiro ,PRONA,PRONA,44088,0.07,Presidente,1994,Turno 1
Pernambuco,Êneas Carneiro ,PRONA,PRONA,99061,0.16,Presidente,1994,Turno 1
Alagoas,Êneas Carneiro ,PRONA,PRONA,31131,0.05,Presidente,1994,Turno 1
Sergipe,Êneas Carneiro ,PRONA,PRONA,32999,0.05,Presidente,1994,Turno 1
Bahia,Êneas Carneiro ,PRONA,PRONA,164451,0.26,Presidente,1994,Turno 1
Minas Gerais,Êneas Carneiro ,PRONA,PRONA,478926,0.76,Presidente,1994,Turno 1
Espírito Santo,Êneas Carneiro ,PRONA,PRONA,79532,0.13,Presidente,1994,Turno 1
Rio de Janeiro,Êneas Carneiro ,PRONA,PRONA,767702,1.21,Presidente,1994,Turno 1
São Paulo,Êneas Carneiro ,PRONA,PRONA,1380690,2.18,Presidente,1994,Turno 1
Paraná,Êneas Carneiro ,PRONA,PRONA,256071,0.4,Presidente,1994,Turno 1
Santa Catarina,Êneas Carneiro ,PRONA,PRONA,162721,0.26,Presidente,1994,Turno 1
R. G. do Sul,Êneas Carneiro ,PRONA,PRONA,450153,0.71,Presidente,1994,Turno 1
M. G. do Sul,Êneas Carneiro ,PRONA,PRONA,49527,0.08,Presidente,1994,Turno 1
Mato Grosso,Êneas Carneiro ,PRONA,PRONA,40304,0.06,Presidente,1994,Turno 1
Goiás,Êneas Carneiro ,PRONA,PRONA,93314,0.15,Presidente,1994,Turno 1
Distrito Federal,Êneas Carneiro ,PRONA,PRONA,79237,0.13,Presidente,1994,Turno 1
Rondônia,Orestes Quércia ,PMDB,PMDB PSD,17085,0.03,Presidente,1994,Turno 1
Acre,Orestes Quércia ,PMDB,PMDB PSD,17708,0.03,Presidente,1994,Turno 1
Amazonas,Orestes Quércia ,PMDB,PMDB PSD,31066,0.05,Presidente,1994,Turno 1
Roraima,Orestes Quércia ,PMDB,PMDB PSD,2242,0,Presidente,1994,Turno 1
Pará,Orestes Quércia ,PMDB,PMDB PSD,59021,0.09,Presidente,1994,Turno 1
Amapá,Orestes Quércia ,PMDB,PMDB PSD,2955,0,Presidente,1994,Turno 1
Tocantins,Orestes Quércia ,PMDB,PMDB PSD,30950,0.05,Presidente,1994,Turno 1
Maranhão,Orestes Quércia ,PMDB,PMDB PSD,48771,0.08,Presidente,1994,Turno 1
Piauí,Orestes Quércia ,PMDB,PMDB PSD,82867,0.13,Presidente,1994,Turno 1
Ceará,Orestes Quércia ,PMDB,PMDB PSD,110705,0.17,Presidente,1994,Turno 1
R. G. do Norte,Orestes Quércia ,PMDB,PMDB PSD,37590,0.06,Presidente,1994,Turno 1
Paraíba,Orestes Quércia ,PMDB,PMDB PSD,56408,0.09,Presidente,1994,Turno 1
Pernambuco,Orestes Quércia ,PMDB,PMDB PSD,62823,0.1,Presidente,1994,Turno 1
Alagoas,Orestes Quércia ,PMDB,PMDB PSD,24675,0.04,Presidente,1994,Turno 1
Sergipe,Orestes Quércia ,PMDB,PMDB PSD,35268,0.06,Presidente,1994,Turno 1
Bahia,Orestes Quércia ,PMDB,PMDB PSD,167417,0.26,Presidente,1994,Turno 1
Minas Gerais,Orestes Quércia ,PMDB,PMDB PSD,232528,0.37,Presidente,1994,Turno 1
Espírito Santo,Orestes Quércia ,PMDB,PMDB PSD,31403,0.05,Presidente,1994,Turno 1
Rio de Janeiro,Orestes Quércia ,PMDB,PMDB PSD,152738,0.24,Presidente,1994,Turno 1
São Paulo,Orestes Quércia ,PMDB,PMDB PSD,895318,1.41,Presidente,1994,Turno 1
Paraná,Orestes Quércia ,PMDB,PMDB PSD,102058,0.16,Presidente,1994,Turno 1
Santa Catarina,Orestes Quércia ,PMDB,PMDB PSD,191772,0.3,Presidente,1994,Turno 1
R. G. do Sul,Orestes Quércia ,PMDB,PMDB PSD,179210,0.28,Presidente,1994,Turno 1
M. G. do Sul,Orestes Quércia ,PMDB,PMDB PSD,31206,0.05,Presidente,1994,Turno 1
Mato Grosso,Orestes Quércia ,PMDB,PMDB PSD,39214,0.06,Presidente,1994,Turno 1
Goiás,Orestes Quércia ,PMDB,PMDB PSD,107628,0.17,Presidente,1994,Turno 1
Distrito Federal,Orestes Quércia ,PMDB,PMDB PSD,21162,0.03,Presidente,1994,Turno 1
Rondônia,Leonel Brizola ,PDT,PDT,8143,0.01,Presidente,1994,Turno 1
Acre,Leonel Brizola ,PDT,PDT,2238,0,Presidente,1994,Turno 1
Amazonas,Leonel Brizola ,PDT,PDT,5970,0.01,Presidente,1994,Turno 1
Roraima,Leonel Brizola ,PDT,PDT,1316,0,Presidente,1994,Turno 1
Pará,Leonel Brizola ,PDT,PDT,11093,0.02,Presidente,1994,Turno 1
Amapá,Leonel Brizola ,PDT,PDT,1013,0,Presidente,1994,Turno 1
Tocantins,Leonel Brizola ,PDT,PDT,3847,0.01,Presidente,1994,Turno 1
Maranhão,Leonel Brizola ,PDT,PDT,21191,0.03,Presidente,1994,Turno 1
Piauí,Leonel Brizola ,PDT,PDT,9257,0.01,Presidente,1994,Turno 1
Ceará,Leonel Brizola ,PDT,PDT,26119,0.04,Presidente,1994,Turno 1
R. G. do Norte,Leonel Brizola ,PDT,PDT,11670,0.02,Presidente,1994,Turno 1
Paraíba,Leonel Brizola ,PDT,PDT,15985,0.03,Presidente,1994,Turno 1
Pernambuco,Leonel Brizola ,PDT,PDT,29236,0.05,Presidente,1994,Turno 1
Alagoas,Leonel Brizola ,PDT,PDT,6339,0.01,Presidente,1994,Turno 1
Sergipe,Leonel Brizola ,PDT,PDT,9522,0.02,Presidente,1994,Turno 1
Bahia,Leonel Brizola ,PDT,PDT,35636,0.06,Presidente,1994,Turno 1
Minas Gerais,Leonel Brizola ,PDT,PDT,66834,0.11,Presidente,1994,Turno 1
Espírito Santo,Leonel Brizola ,PDT,PDT,11388,0.02,Presidente,1994,Turno 1
Rio de Janeiro,Leonel Brizola ,PDT,PDT,702182,1.11,Presidente,1994,Turno 1
São Paulo,Leonel Brizola ,PDT,PDT,67747,0.11,Presidente,1994,Turno 1
Paraná,Leonel Brizola ,PDT,PDT,109908,0.17,Presidente,1994,Turno 1
Santa Catarina,Leonel Brizola ,PDT,PDT,67654,0.11,Presidente,1994,Turno 1
R. G. do Sul,Leonel Brizola ,PDT,PDT,726445,1.15,Presidente,1994,Turno 1
M. G. do Sul,Leonel Brizola ,PDT,PDT,14263,0.02,Presidente,1994,Turno 1
Mato Grosso,Leonel Brizola ,PDT,PDT,25712,0.04,Presidente,1994,Turno 1
Goiás,Leonel Brizola ,PDT,PDT,13463,0.02,Presidente,1994,Turno 1
Distrito Federal,Leonel Brizola ,PDT,PDT,11113,0.02,Presidente,1994,Turno 1
Rondônia,Espiridião ,AMIN,AMIN PPR,5365,0.01,Presidente,1994,Turno 1
Acre,Espiridião ,AMIN,AMIN PPR,2121,0,Presidente,1994,Turno 1
Amazonas,Espiridião ,AMIN,AMIN PPR,9290,0.01,Presidente,1994,Turno 1
Roraima,Espiridião ,AMIN,AMIN PPR,1089,0,Presidente,1994,Turno 1
Pará,Espiridião ,AMIN,AMIN PPR,15463,0.02,Presidente,1994,Turno 1
Amapá,Espiridião ,AMIN,AMIN PPR,1459,0,Presidente,1994,Turno 1
Tocantins,Espiridião ,AMIN,AMIN PPR,3784,0.01,Presidente,1994,Turno 1
Maranhão,Espiridião ,AMIN,AMIN PPR,17503,0.03,Presidente,1994,Turno 1
Piauí,Espiridião ,AMIN,AMIN PPR,9162,0.01,Presidente,1994,Turno 1
Ceará,Espiridião ,AMIN,AMIN PPR,23215,0.04,Presidente,1994,Turno 1
R. G. do Norte,Espiridião ,AMIN,AMIN PPR,8038,0.01,Presidente,1994,Turno 1
Paraíba,Espiridião ,AMIN,AMIN PPR,8285,0.01,Presidente,1994,Turno 1
Pernambuco,Espiridião ,AMIN,AMIN PPR,20027,0.03,Presidente,1994,Turno 1
Alagoas,Espiridião ,AMIN,AMIN PPR,6615,0.01,Presidente,1994,Turno 1
Sergipe,Espiridião ,AMIN,AMIN PPR,5490,0.01,Presidente,1994,Turno 1
Bahia,Espiridião ,AMIN,AMIN PPR,29714,0.05,Presidente,1994,Turno 1
Minas Gerais,Espiridião ,AMIN,AMIN PPR,79401,0.13,Presidente,1994,Turno 1
Espírito Santo,Espiridião ,AMIN,AMIN PPR,13485,0.02,Presidente,1994,Turno 1
Rio de Janeiro,Espiridião ,AMIN,AMIN PPR,91575,0.14,Presidente,1994,Turno 1
São Paulo,Espiridião ,AMIN,AMIN PPR,247152,0.39,Presidente,1994,Turno 1
Paraná,Espiridião ,AMIN,AMIN PPR,167981,0.27,Presidente,1994,Turno 1
Santa Catarina,Espiridião ,AMIN,AMIN PPR,517375,0.82,Presidente,1994,Turno 1
R. G. do Sul,Espiridião ,AMIN,AMIN PPR,393752,0.62,Presidente,1994,Turno 1
M. G. do Sul,Espiridião ,AMIN,AMIN PPR,13471,0.02,Presidente,1994,Turno 1
Mato Grosso,Espiridião ,AMIN,AMIN PPR,15704,0.02,Presidente,1994,Turno 1
Goiás,Espiridião ,AMIN,AMIN PPR,15815,0.02,Presidente,1994,Turno 1
Distrito Federal,Espiridião ,AMIN,AMIN PPR,17127,0.03,Presidente,1994,Turno 1
Rondônia,Carlos Antônio Gomes ,PRN,PRN,2227,0,Presidente,1994,Turno 1
Acre,Carlos Antônio Gomes ,PRN,PRN,1640,0,Presidente,1994,Turno 1
Amazonas,Carlos Antônio Gomes ,PRN,PRN,3733,0.01,Presidente,1994,Turno 1
Roraima,Carlos Antônio Gomes ,PRN,PRN,273,0,Presidente,1994,Turno 1
Pará,Carlos Antônio Gomes ,PRN,PRN,10073,0.02,Presidente,1994,Turno 1
Amapá,Carlos Antônio Gomes ,PRN,PRN,722,0,Presidente,1994,Turno 1
Tocantins,Carlos Antônio Gomes ,PRN,PRN,3039,0,Presidente,1994,Turno 1
Maranhão,Carlos Antônio Gomes ,PRN,PRN,17343,0.03,Presidente,1994,Turno 1
Piauí,Carlos Antônio Gomes ,PRN,PRN,20614,0.03,Presidente,1994,Turno 1
Ceará,Carlos Antônio Gomes ,PRN,PRN,49825,0.08,Presidente,1994,Turno 1
R. G. do Norte,Carlos Antônio Gomes ,PRN,PRN,7695,0.01,Presidente,1994,Turno 1
Paraíba,Carlos Antônio Gomes ,PRN,PRN,6883,0.01,Presidente,1994,Turno 1
Pernambuco,Carlos Antônio Gomes ,PRN,PRN,15190,0.02,Presidente,1994,Turno 1
Alagoas,Carlos Antônio Gomes ,PRN,PRN,6882,0.01,Presidente,1994,Turno 1
Sergipe,Carlos Antônio Gomes ,PRN,PRN,3755,0.01,Presidente,1994,Turno 1
Bahia,Carlos Antônio Gomes ,PRN,PRN,46223,0.07,Presidente,1994,Turno 1
Minas Gerais,Carlos Antônio Gomes ,PRN,PRN,44063,0.07,Presidente,1994,Turno 1
Espírito Santo,Carlos Antônio Gomes ,PRN,PRN,4850,0.01,Presidente,1994,Turno 1
Rio de Janeiro,Carlos Antônio Gomes ,PRN,PRN,30253,0.05,Presidente,1994,Turno 1
São Paulo,Carlos Antônio Gomes ,PRN,PRN,51052,0.08,Presidente,1994,Turno 1
Paraná,Carlos Antônio Gomes ,PRN,PRN,18288,0.03,Presidente,1994,Turno 1
Santa Catarina,Carlos Antônio Gomes ,PRN,PRN,9078,0.01,Presidente,1994,Turno 1
R. G. do Sul,Carlos Antônio Gomes ,PRN,PRN,15870,0.03,Presidente,1994,Turno 1
M. G. do Sul,Carlos Antônio Gomes ,PRN,PRN,3247,0.01,Presidente,1994,Turno 1
Mato Grosso,Carlos Antônio Gomes ,PRN,PRN,5248,0.01,Presidente,1994,Turno 1
Goiás,Carlos Antônio Gomes ,PRN,PRN,6918,0.01,Presidente,1994,Turno 1
Distrito Federal,Carlos Antônio Gomes ,PRN,PRN,2627,0,Presidente,1994,Turno 1
Rondônia,Hernani Fontoura ,PSC,PSC,1575,0,Presidente,1994,Turno 1
Acre,Hernani Fontoura ,PSC,PSC,754,0,Presidente,1994,Turno 1
Amazonas,Hernani Fontoura ,PSC,PSC,3206,0.01,Presidente,1994,Turno 1
Roraima,Hernani Fontoura ,PSC,PSC,213,0,Presidente,1994,Turno 1
Pará,Hernani Fontoura ,PSC,PSC,9760,0.02,Presidente,1994,Turno 1
Amapá,Hernani Fontoura ,PSC,PSC,356,0,Presidente,1994,Turno 1
Tocantins,Hernani Fontoura ,PSC,PSC,1139,0,Presidente,1994,Turno 1
Maranhão,Hernani Fontoura ,PSC,PSC,6746,0.01,Presidente,1994,Turno 1
Piauí,Hernani Fontoura ,PSC,PSC,3460,0.01,Presidente,1994,Turno 1
Ceará,Hernani Fontoura ,PSC,PSC,9044,0.01,Presidente,1994,Turno 1
R. G. do Norte,Hernani Fontoura ,PSC,PSC,3324,0.01,Presidente,1994,Turno 1
Paraíba,Hernani Fontoura ,PSC,PSC,3741,0.01,Presidente,1994,Turno 1
Pernambuco,Hernani Fontoura ,PSC,PSC,9713,0.02,Presidente,1994,Turno 1
Alagoas,Hernani Fontoura ,PSC,PSC,3558,0.01,Presidente,1994,Turno 1
Sergipe,Hernani Fontoura ,PSC,PSC,2704,0,Presidente,1994,Turno 1
Bahia,Hernani Fontoura ,PSC,PSC,18447,0.03,Presidente,1994,Turno 1
Minas Gerais,Hernani Fontoura ,PSC,PSC,27575,0.04,Presidente,1994,Turno 1
Espírito Santo,Hernani Fontoura ,PSC,PSC,3408,0.01,Presidente,1994,Turno 1
Rio de Janeiro,Hernani Fontoura ,PSC,PSC,39422,0.06,Presidente,1994,Turno 1
São Paulo,Hernani Fontoura ,PSC,PSC,43547,0.07,Presidente,1994,Turno 1
Paraná,Hernani Fontoura ,PSC,PSC,13920,0.02,Presidente,1994,Turno 1
Santa Catarina,Hernani Fontoura ,PSC,PSC,7813,0.01,Presidente,1994,Turno 1
R. G. do Sul,Hernani Fontoura ,PSC,PSC,12261,0.02,Presidente,1994,Turno 1
M. G. do Sul,Hernani Fontoura ,PSC,PSC,2413,0,Presidente,1994,Turno 1
Mato Grosso,Hernani Fontoura ,PSC,PSC,1968,0,Presidente,1994,Turno 1
Goiás,Hernani Fontoura ,PSC,PSC,4534,0.01,Presidente,1994,Turno 1
Distrito Federal,Hernani Fontoura ,PSC,PSC,3525,0.01,Presidente,1994,Turno 1
Rondônia,Fernando Henrique Cardoso ,PSDB,PSDB PFL PPB PTB PSD,323743,0.48,Presidente,1998,Turno 1
Acre,Fernando Henrique Cardoso ,PSDB,PSDB PFL PPB PTB PSD,90363,0.13,Presidente,1998,Turno 1
Amazonas,Fernando Henrique Cardoso ,PSDB,PSDB PFL PPB PTB PSD,452076,0.67,Presidente,1998,Turno 1
Roraima,Fernando Henrique Cardoso ,PSDB,PSDB PFL PPB PTB PSD,71768,0.11,Presidente,1998,Turno 1
Pará,Fernando Henrique Cardoso ,PSDB,PSDB PFL PPB PTB PSD,1020868,1.51,Presidente,1998,Turno 1
Amapá,Fernando Henrique Cardoso ,PSDB,PSDB PFL PPB PTB PSD,68277,0.1,Presidente,1998,Turno 1
Tocantins,Fernando Henrique Cardoso ,PSDB,PSDB PFL PPB PTB PSD,265393,0.39,Presidente,1998,Turno 1
Maranhão,Fernando Henrique Cardoso ,PSDB,PSDB PFL PPB PTB PSD,736042,1.09,Presidente,1998,Turno 1
Piauí,Fernando Henrique Cardoso ,PSDB,PSDB PFL PPB PTB PSD,482649,0.71,Presidente,1998,Turno 1
Ceará,Fernando Henrique Cardoso ,PSDB,PSDB PFL PPB PTB PSD,804969,1.19,Presidente,1998,Turno 1
R. G. do Norte,Fernando Henrique Cardoso ,PSDB,PSDB PFL PPB PTB PSD,525842,0.78,Presidente,1998,Turno 1
Paraíba,Fernando Henrique Cardoso ,PSDB,PSDB PFL PPB PTB PSD,541067,0.8,Presidente,1998,Turno 1
Pernambuco,Fernando Henrique Cardoso ,PSDB,PSDB PFL PPB PTB PSD,1637394,2.42,Presidente,1998,Turno 1
Alagoas,Fernando Henrique Cardoso ,PSDB,PSDB PFL PPB PTB PSD,394873,0.58,Presidente,1998,Turno 1
Sergipe,Fernando Henrique Cardoso ,PSDB,PSDB PFL PPB PTB PSD,297243,0.44,Presidente,1998,Turno 1
Bahia,Fernando Henrique Cardoso ,PSDB,PSDB PFL PPB PTB PSD,1977801,2.92,Presidente,1998,Turno 1
Minas Gerais,Fernando Henrique Cardoso ,PSDB,PSDB PFL PPB PTB PSD,4225240,6.24,Presidente,1998,Turno 1
Espírito Santo,Fernando Henrique Cardoso ,PSDB,PSDB PFL PPB PTB PSD,814535,1.2,Presidente,1998,Turno 1
Rio de Janeiro,Fernando Henrique Cardoso ,PSDB,PSDB PFL PPB PTB PSD,2848277,4.21,Presidente,1998,Turno 1
São Paulo,Fernando Henrique Cardoso ,PSDB,PSDB PFL PPB PTB PSD,9736728,14.38,Presidente,1998,Turno 1
Paraná,Fernando Henrique Cardoso ,PSDB,PSDB PFL PPB PTB PSD,2492531,3.68,Presidente,1998,Turno 1
Santa Catarina,Fernando Henrique Cardoso ,PSDB,PSDB PFL PPB PTB PSD,1255253,1.85,Presidente,1998,Turno 1
R. G. do Sul,Fernando Henrique Cardoso ,PSDB,PSDB PFL PPB PTB PSD,2036805,3.01,Presidente,1998,Turno 1
M. G. do Sul,Fernando Henrique Cardoso ,PSDB,PSDB PFL PPB PTB PSD,520471,0.77,Presidente,1998,Turno 1
Mato Grosso,Fernando Henrique Cardoso ,PSDB,PSDB PFL PPB PTB PSD,663773,0.98,Presidente,1998,Turno 1
