estado,partido,votos,eleicao,ano
Espírito Santo,PAN,2567,Camara dos Deputados 2002,2002
Rio de Janeiro,PAN,10545,Camara dos Deputados 2002,2002
São Paulo,PAN,8265,Camara dos Deputados 2002,2002
Paraná,PAN,2223,Camara dos Deputados 2002,2002
Santa Catarina,PAN,793,Camara dos Deputados 2002,2002
R. G. do Sul,PAN,1295,Camara dos Deputados 2002,2002
M. G. do Sul,PAN,NA,Camara dos Deputados 2002,2002
Mato Grosso,PAN,1090,Camara dos Deputados 2002,2002
Goiás,PAN,2020,Camara dos Deputados 2002,2002
Distrito Federal,PAN,2228,Camara dos Deputados 2002,2002
Rondônia,PTN,288,Camara dos Deputados 2002,2002
Acre,PTN,NA,Camara dos Deputados 2002,2002
Amazonas,PTN,274,Camara dos Deputados 2002,2002
Roraima,PTN,296,Camara dos Deputados 2002,2002
Pará,PTN,480,Camara dos Deputados 2002,2002
Amapá,PTN,NA,Camara dos Deputados 2002,2002
Tocantins,PTN,NA,Camara dos Deputados 2002,2002
Maranhão,PTN,5336,Camara dos Deputados 2002,2002
Piauí,PTN,389,Camara dos Deputados 2002,2002
Ceará,PTN,1408,Camara dos Deputados 2002,2002
R. G. do Norte,PTN,2699,Camara dos Deputados 2002,2002
Paraíba,PTN,425,Camara dos Deputados 2002,2002
Pernambuco,PTN,2989,Camara dos Deputados 2002,2002
Alagoas,PTN,1112,Camara dos Deputados 2002,2002
Sergipe,PTN,3014,Camara dos Deputados 2002,2002
Bahia,PTN,4174,Camara dos Deputados 2002,2002
Minas Gerais,PTN,11102,Camara dos Deputados 2002,2002
Espírito Santo,PTN,1710,Camara dos Deputados 2002,2002
Rio de Janeiro,PTN,11490,Camara dos Deputados 2002,2002
São Paulo,PTN,51703,Camara dos Deputados 2002,2002
Paraná,PTN,3226,Camara dos Deputados 2002,2002
Santa Catarina,PTN,828,Camara dos Deputados 2002,2002
R. G. do Sul,PTN,3614,Camara dos Deputados 2002,2002
M. G. do Sul,PTN,9390,Camara dos Deputados 2002,2002
Mato Grosso,PTN,265,Camara dos Deputados 2002,2002
Goiás,PTN,1896,Camara dos Deputados 2002,2002
Distrito Federal,PTN,363,Camara dos Deputados 2002,2002
Rondônia,PTC,1177,Camara dos Deputados 2002,2002
Acre,PTC,NA,Camara dos Deputados 2002,2002
Amazonas,PTC,2143,Camara dos Deputados 2002,2002
Roraima,PTC,49,Camara dos Deputados 2002,2002
Pará,PTC,792,Camara dos Deputados 2002,2002
Amapá,PTC,NA,Camara dos Deputados 2002,2002
Tocantins,PTC,346,Camara dos Deputados 2002,2002
Maranhão,PTC,1562,Camara dos Deputados 2002,2002
Piauí,PTC,2001,Camara dos Deputados 2002,2002
Ceará,PTC,NA,Camara dos Deputados 2002,2002
R. G. do Norte,PTC,NA,Camara dos Deputados 2002,2002
Paraíba,PTC,2676,Camara dos Deputados 2002,2002
Pernambuco,PTC,3148,Camara dos Deputados 2002,2002
Alagoas,PTC,1581,Camara dos Deputados 2002,2002
Sergipe,PTC,5738,Camara dos Deputados 2002,2002
Bahia,PTC,10485,Camara dos Deputados 2002,2002
Minas Gerais,PTC,7153,Camara dos Deputados 2002,2002
Espírito Santo,PTC,1873,Camara dos Deputados 2002,2002
Rio de Janeiro,PTC,20409,Camara dos Deputados 2002,2002
São Paulo,PTC,7845,Camara dos Deputados 2002,2002
Paraná,PTC,1816,Camara dos Deputados 2002,2002
Santa Catarina,PTC,1090,Camara dos Deputados 2002,2002
R. G. do Sul,PTC,NA,Camara dos Deputados 2002,2002
M. G. do Sul,PTC,NA,Camara dos Deputados 2002,2002
Mato Grosso,PTC,982,Camara dos Deputados 2002,2002
Goiás,PTC,1871,Camara dos Deputados 2002,2002
Distrito Federal,PTC,218,Camara dos Deputados 2002,2002
Rondônia,PCB,NA,Camara dos Deputados 2002,2002
Acre,PCB,NA,Camara dos Deputados 2002,2002
Amazonas,PCB,1106,Camara dos Deputados 2002,2002
Roraima,PCB,NA,Camara dos Deputados 2002,2002
Pará,PCB,1750,Camara dos Deputados 2002,2002
Amapá,PCB,212,Camara dos Deputados 2002,2002
Tocantins,PCB,NA,Camara dos Deputados 2002,2002
Maranhão,PCB,NA,Camara dos Deputados 2002,2002
Piauí,PCB,5870,Camara dos Deputados 2002,2002
Ceará,PCB,1804,Camara dos Deputados 2002,2002
R. G. do Norte,PCB,4094,Camara dos Deputados 2002,2002
Paraíba,PCB,NA,Camara dos Deputados 2002,2002
Pernambuco,PCB,4689,Camara dos Deputados 2002,2002
Alagoas,PCB,NA,Camara dos Deputados 2002,2002
Sergipe,PCB,1552,Camara dos Deputados 2002,2002
Bahia,PCB,NA,Camara dos Deputados 2002,2002
Minas Gerais,PCB,NA,Camara dos Deputados 2002,2002
Espírito Santo,PCB,NA,Camara dos Deputados 2002,2002
Rio de Janeiro,PCB,6721,Camara dos Deputados 2002,2002
São Paulo,PCB,9265,Camara dos Deputados 2002,2002
Paraná,PCB,3776,Camara dos Deputados 2002,2002
Santa Catarina,PCB,NA,Camara dos Deputados 2002,2002
R. G. do Sul,PCB,1933,Camara dos Deputados 2002,2002
M. G. do Sul,PCB,NA,Camara dos Deputados 2002,2002
Mato Grosso,PCB,NA,Camara dos Deputados 2002,2002
Goiás,PCB,2825,Camara dos Deputados 2002,2002
Distrito Federal,PCB,366,Camara dos Deputados 2002,2002
Rondônia,PCO,NA,Camara dos Deputados 2002,2002
Acre,PCO,NA,Camara dos Deputados 2002,2002
Amazonas,PCO,NA,Camara dos Deputados 2002,2002
Roraima,PCO,360,Camara dos Deputados 2002,2002
Pará,PCO,NA,Camara dos Deputados 2002,2002
Amapá,PCO,NA,Camara dos Deputados 2002,2002
Tocantins,PCO,NA,Camara dos Deputados 2002,2002
Maranhão,PCO,NA,Camara dos Deputados 2002,2002
Piauí,PCO,NA,Camara dos Deputados 2002,2002
Ceará,PCO,NA,Camara dos Deputados 2002,2002
R. G. do Norte,PCO,NA,Camara dos Deputados 2002,2002
Paraíba,PCO,1001,Camara dos Deputados 2002,2002
Pernambuco,PCO,1907,Camara dos Deputados 2002,2002
Alagoas,PCO,NA,Camara dos Deputados 2002,2002
Sergipe,PCO,NA,Camara dos Deputados 2002,2002
Bahia,PCO,4636,Camara dos Deputados 2002,2002
Minas Gerais,PCO,5522,Camara dos Deputados 2002,2002
Espírito Santo,PCO,809,Camara dos Deputados 2002,2002
Rio de Janeiro,PCO,4872,Camara dos Deputados 2002,2002
São Paulo,PCO,7003,Camara dos Deputados 2002,2002
Paraná,PCO,NA,Camara dos Deputados 2002,2002
Santa Catarina,PCO,NA,Camara dos Deputados 2002,2002
R. G. do Sul,PCO,1887,Camara dos Deputados 2002,2002
M. G. do Sul,PCO,438,Camara dos Deputados 2002,2002
Mato Grosso,PCO,NA,Camara dos Deputados 2002,2002
Goiás,PCO,194,Camara dos Deputados 2002,2002
Distrito Federal,PCO,722,Camara dos Deputados 2002,2002
Rondônia,PT,136860,Camara dos Deputados 2006,2006
Acre,PT,69643,Camara dos Deputados 2006,2006
Amazonas,PT,157264,Camara dos Deputados 2006,2006
Roraima,PT,5150,Camara dos Deputados 2006,2006
Pará,PT,415258,Camara dos Deputados 2006,2006
Amapá,PT,33824,Camara dos Deputados 2006,2006
Tocantins,PT,65461,Camara dos Deputados 2006,2006
Maranhão,PT,225493,Camara dos Deputados 2006,2006
Piauí,PT,292358,Camara dos Deputados 2006,2006
Ceará,PT,407371,Camara dos Deputados 2006,2006
R. G. do Norte,PT,150605,Camara dos Deputados 2006,2006
Paraíba,PT,126549,Camara dos Deputados 2006,2006
Pernambuco,PT,676507,Camara dos Deputados 2006,2006
Alagoas,PT,49079,Camara dos Deputados 2006,2006
Sergipe,PT,115515,Camara dos Deputados 2006,2006
Bahia,PT,1295418,Camara dos Deputados 2006,2006
Minas Gerais,PT,1619942,Camara dos Deputados 2006,2006
Espírito Santo,PT,137210,Camara dos Deputados 2006,2006
Rio de Janeiro,PT,779528,Camara dos Deputados 2006,2006
São Paulo,PT,3869122,Camara dos Deputados 2006,2006
Paraná,PT,737134,Camara dos Deputados 2006,2006
Santa Catarina,PT,571915,Camara dos Deputados 2006,2006
R. G. do Sul,PT,1126732,Camara dos Deputados 2006,2006
M. G. do Sul,PT,301633,Camara dos Deputados 2006,2006
Mato Grosso,PT,178967,Camara dos Deputados 2006,2006
Goiás,PT,225036,Camara dos Deputados 2006,2006
Distrito Federal,PT,220285,Camara dos Deputados 2006,2006
Rondônia,PMDB,157969,Camara dos Deputados 2006,2006
Acre,PMDB,28548,Camara dos Deputados 2006,2006
Amazonas,PMDB,219012,Camara dos Deputados 2006,2006
Roraima,PMDB,11732,Camara dos Deputados 2006,2006
Pará,PMDB,900775,Camara dos Deputados 2006,2006
Amapá,PMDB,63430,Camara dos Deputados 2006,2006
Tocantins,PMDB,188726,Camara dos Deputados 2006,2006
Maranhão,PMDB,375619,Camara dos Deputados 2006,2006
Piauí,PMDB,276725,Camara dos Deputados 2006,2006
Ceará,PMDB,907666,Camara dos Deputados 2006,2006
R. G. do Norte,PMDB,252458,Camara dos Deputados 2006,2006
Paraíba,PMDB,514389,Camara dos Deputados 2006,2006
Pernambuco,PMDB,419288,Camara dos Deputados 2006,2006
Alagoas,PMDB,270628,Camara dos Deputados 2006,2006
Sergipe,PMDB,44141,Camara dos Deputados 2006,2006
Bahia,PMDB,374451,Camara dos Deputados 2006,2006
Minas Gerais,PMDB,1192996,Camara dos Deputados 2006,2006
Espírito Santo,PMDB,487533,Camara dos Deputados 2006,2006
Rio de Janeiro,PMDB,1477925,Camara dos Deputados 2006,2006
São Paulo,PMDB,792331,Camara dos Deputados 2006,2006
Paraná,PMDB,1244419,Camara dos Deputados 2006,2006
Santa Catarina,PMDB,845393,Camara dos Deputados 2006,2006
R. G. do Sul,PMDB,1003683,Camara dos Deputados 2006,2006
M. G. do Sul,PMDB,326573,Camara dos Deputados 2006,2006
Mato Grosso,PMDB,150092,Camara dos Deputados 2006,2006
Goiás,PMDB,763360,Camara dos Deputados 2006,2006
Distrito Federal,PMDB,290655,Camara dos Deputados 2006,2006
Rondônia,PSDB,21390,Camara dos Deputados 2006,2006
Acre,PSDB,20854,Camara dos Deputados 2006,2006
Amazonas,PSDB,9711,Camara dos Deputados 2006,2006
Roraima,PSDB,23473,Camara dos Deputados 2006,2006
Pará,PSDB,584831,Camara dos Deputados 2006,2006
Amapá,PSDB,12359,Camara dos Deputados 2006,2006
Tocantins,PSDB,119724,Camara dos Deputados 2006,2006
Maranhão,PSDB,662782,Camara dos Deputados 2006,2006
Piauí,PSDB,230770,Camara dos Deputados 2006,2006
Ceará,PSDB,869387,Camara dos Deputados 2006,2006
R. G. do Norte,PSDB,18310,Camara dos Deputados 2006,2006
Paraíba,PSDB,388192,Camara dos Deputados 2006,2006
Pernambuco,PSDB,255416,Camara dos Deputados 2006,2006
Alagoas,PSDB,60105,Camara dos Deputados 2006,2006
Sergipe,PSDB,135474,Camara dos Deputados 2006,2006
Bahia,PSDB,317195,Camara dos Deputados 2006,2006
Minas Gerais,PSDB,1447892,Camara dos Deputados 2006,2006
Espírito Santo,PSDB,213986,Camara dos Deputados 2006,2006
Rio de Janeiro,PSDB,574224,Camara dos Deputados 2006,2006
São Paulo,PSDB,4291456,Camara dos Deputados 2006,2006
Paraná,PSDB,712088,Camara dos Deputados 2006,2006
Santa Catarina,PSDB,306980,Camara dos Deputados 2006,2006
R. G. do Sul,PSDB,498870,Camara dos Deputados 2006,2006
M. G. do Sul,PSDB,98769,Camara dos Deputados 2006,2006
Mato Grosso,PSDB,189747,Camara dos Deputados 2006,2006
Goiás,PSDB,569137,Camara dos Deputados 2006,2006
Distrito Federal,PSDB,55951,Camara dos Deputados 2006,2006
Rondônia,PFL,1502,Camara dos Deputados 2006,2006
Acre,PFL,1314,Camara dos Deputados 2006,2006
Amazonas,PFL,165524,Camara dos Deputados 2006,2006
Roraima,PFL,33030,Camara dos Deputados 2006,2006
Pará,PFL,266610,Camara dos Deputados 2006,2006
Amapá,PFL,19729,Camara dos Deputados 2006,2006
Tocantins,PFL,133881,Camara dos Deputados 2006,2006
Maranhão,PFL,225071,Camara dos Deputados 2006,2006
Piauí,PFL,266505,Camara dos Deputados 2006,2006
Ceará,PFL,62611,Camara dos Deputados 2006,2006
R. G. do Norte,PFL,220381,Camara dos Deputados 2006,2006
Paraíba,PFL,178199,Camara dos Deputados 2006,2006
Pernambuco,PFL,663806,Camara dos Deputados 2006,2006
Alagoas,PFL,163991,Camara dos Deputados 2006,2006
Sergipe,PFL,248786,Camara dos Deputados 2006,2006
Bahia,PFL,2288295,Camara dos Deputados 2006,2006
Minas Gerais,PFL,897288,Camara dos Deputados 2006,2006
Espírito Santo,PFL,10811,Camara dos Deputados 2006,2006
Rio de Janeiro,PFL,727003,Camara dos Deputados 2006,2006
São Paulo,PFL,1587703,Camara dos Deputados 2006,2006
Paraná,PFL,563986,Camara dos Deputados 2006,2006
Santa Catarina,PFL,480792,Camara dos Deputados 2006,2006
R. G. do Sul,PFL,264453,Camara dos Deputados 2006,2006
M. G. do Sul,PFL,38974,Camara dos Deputados 2006,2006
Mato Grosso,PFL,132486,Camara dos Deputados 2006,2006
Goiás,PFL,237993,Camara dos Deputados 2006,2006
Distrito Federal,PFL,301584,Camara dos Deputados 2006,2006
Rondônia,PP,25899,Camara dos Deputados 2006,2006
Acre,PP,57914,Camara dos Deputados 2006,2006
Amazonas,PP,238420,Camara dos Deputados 2006,2006
Roraima,PP,16636,Camara dos Deputados 2006,2006
Pará,PP,132936,Camara dos Deputados 2006,2006
Amapá,PP,6656,Camara dos Deputados 2006,2006
Tocantins,PP,103692,Camara dos Deputados 2006,2006
Maranhão,PP,63071,Camara dos Deputados 2006,2006
Piauí,PP,118680,Camara dos Deputados 2006,2006
Ceará,PP,121729,Camara dos Deputados 2006,2006
R. G. do Norte,PP,101252,Camara dos Deputados 2006,2006
Paraíba,PP,63126,Camara dos Deputados 2006,2006
Pernambuco,PP,198699,Camara dos Deputados 2006,2006
Alagoas,PP,112076,Camara dos Deputados 2006,2006
Sergipe,PP,28517,Camara dos Deputados 2006,2006
Bahia,PP,358514,Camara dos Deputados 2006,2006
Minas Gerais,PP,434705,Camara dos Deputados 2006,2006
Espírito Santo,PP,89396,Camara dos Deputados 2006,2006
Rio de Janeiro,PP,425830,Camara dos Deputados 2006,2006
São Paulo,PP,1571945,Camara dos Deputados 2006,2006
Paraná,PP,380327,Camara dos Deputados 2006,2006
Santa Catarina,PP,505558,Camara dos Deputados 2006,2006
R. G. do Sul,PP,868908,Camara dos Deputados 2006,2006
M. G. do Sul,PP,60967,Camara dos Deputados 2006,2006
Mato Grosso,PP,241329,Camara dos Deputados 2006,2006
Goiás,PP,328069,Camara dos Deputados 2006,2006
Distrito Federal,PP,6100,Camara dos Deputados 2006,2006
Rondônia,PSB,65397,Camara dos Deputados 2006,2006
Acre,PSB,8899,Camara dos Deputados 2006,2006
Amazonas,PSB,131379,Camara dos Deputados 2006,2006
Roraima,PSB,10319,Camara dos Deputados 2006,2006
Pará,PSB,40183,Camara dos Deputados 2006,2006
Amapá,PSB,43269,Camara dos Deputados 2006,2006
Tocantins,PSB,14224,Camara dos Deputados 2006,2006
Maranhão,PSB,268543,Camara dos Deputados 2006,2006
Piauí,PSB,75519,Camara dos Deputados 2006,2006
Ceará,PSB,870862,Camara dos Deputados 2006,2006
R. G. do Norte,PSB,340834,Camara dos Deputados 2006,2006
Paraíba,PSB,207433,Camara dos Deputados 2006,2006
Pernambuco,PSB,521886,Camara dos Deputados 2006,2006
Alagoas,PSB,151208,Camara dos Deputados 2006,2006
Sergipe,PSB,91759,Camara dos Deputados 2006,2006
Bahia,PSB,253096,Camara dos Deputados 2006,2006
Minas Gerais,PSB,379181,Camara dos Deputados 2006,2006
Espírito Santo,PSB,153937,Camara dos Deputados 2006,2006
Rio de Janeiro,PSB,367143,Camara dos Deputados 2006,2006
São Paulo,PSB,1154455,Camara dos Deputados 2006,2006
Paraná,PSB,33356,Camara dos Deputados 2006,2006
Santa Catarina,PSB,85177,Camara dos Deputados 2006,2006
R. G. do Sul,PSB,283503,Camara dos Deputados 2006,2006
M. G. do Sul,PSB,18863,Camara dos Deputados 2006,2006
Mato Grosso,PSB,53584,Camara dos Deputados 2006,2006
Goiás,PSB,48155,Camara dos Deputados 2006,2006
Distrito Federal,PSB,58448,Camara dos Deputados 2006,2006
Rondônia,PDT,33924,Camara dos Deputados 2006,2006
Acre,PDT,19951,Camara dos Deputados 2006,2006
Amazonas,PDT,15991,Camara dos Deputados 2006,2006
Roraima,PDT,7627,Camara dos Deputados 2006,2006
Pará,PDT,142088,Camara dos Deputados 2006,2006
Amapá,PDT,30791,Camara dos Deputados 2006,2006
Tocantins,PDT,16952,Camara dos Deputados 2006,2006
Maranhão,PDT,318895,Camara dos Deputados 2006,2006
Piauí,PDT,39669,Camara dos Deputados 2006,2006
Ceará,PDT,129910,Camara dos Deputados 2006,2006
R. G. do Norte,PDT,23168,Camara dos Deputados 2006,2006
Paraíba,PDT,83496,Camara dos Deputados 2006,2006
Pernambuco,PDT,130178,Camara dos Deputados 2006,2006
Alagoas,PDT,118781,Camara dos Deputados 2006,2006
Sergipe,PDT,14857,Camara dos Deputados 2006,2006
Bahia,PDT,362376,Camara dos Deputados 2006,2006
Minas Gerais,PDT,394927,Camara dos Deputados 2006,2006
Espírito Santo,PDT,278450,Camara dos Deputados 2006,2006
Rio de Janeiro,PDT,448332,Camara dos Deputados 2006,2006
São Paulo,PDT,1037481,Camara dos Deputados 2006,2006
Paraná,PDT,264922,Camara dos Deputados 2006,2006
Santa Catarina,PDT,101512,Camara dos Deputados 2006,2006
R. G. do Sul,PDT,562076,Camara dos Deputados 2006,2006
M. G. do Sul,PDT,194806,Camara dos Deputados 2006,2006
Mato Grosso,PDT,20436,Camara dos Deputados 2006,2006
Goiás,PDT,42621,Camara dos Deputados 2006,2006
Distrito Federal,PDT,19800,Camara dos Deputados 2006,2006
Rondônia,PTB,44700,Camara dos Deputados 2006,2006
Acre,PTB,361,Camara dos Deputados 2006,2006
Amazonas,PTB,108672,Camara dos Deputados 2006,2006
Roraima,PTB,11076,Camara dos Deputados 2006,2006
Pará,PTB,161826,Camara dos Deputados 2006,2006
Amapá,PTB,2513,Camara dos Deputados 2006,2006
Tocantins,PTB,1264,Camara dos Deputados 2006,2006
Maranhão,PTB,125565,Camara dos Deputados 2006,2006
Piauí,PTB,152762,Camara dos Deputados 2006,2006
Ceará,PTB,133787,Camara dos Deputados 2006,2006
R. G. do Norte,PTB,6380,Camara dos Deputados 2006,2006
Paraíba,PTB,29581,Camara dos Deputados 2006,2006
Pernambuco,PTB,511870,Camara dos Deputados 2006,2006
Alagoas,PTB,106099,Camara dos Deputados 2006,2006
Sergipe,PTB,105061,Camara dos Deputados 2006,2006
Bahia,PTB,115513,Camara dos Deputados 2006,2006
Minas Gerais,PTB,200618,Camara dos Deputados 2006,2006
Espírito Santo,PTB,106760,Camara dos Deputados 2006,2006
Rio de Janeiro,PTB,330938,Camara dos Deputados 2006,2006
São Paulo,PTB,1082382,Camara dos Deputados 2006,2006
Paraná,PTB,162684,Camara dos Deputados 2006,2006
Santa Catarina,PTB,58027,Camara dos Deputados 2006,2006
R. G. do Sul,PTB,523705,Camara dos Deputados 2006,2006
M. G. do Sul,PTB,3244,Camara dos Deputados 2006,2006
Mato Grosso,PTB,27768,Camara dos Deputados 2006,2006
Goiás,PTB,203418,Camara dos Deputados 2006,2006
Distrito Federal,PTB,81169,Camara dos Deputados 2006,2006
Rondônia,PL,23893,Camara dos Deputados 2006,2006
Acre,PL,15037,Camara dos Deputados 2006,2006
Amazonas,PL,86268,Camara dos Deputados 2006,2006
Roraima,PL,23534,Camara dos Deputados 2006,2006
Pará,PL,70087,Camara dos Deputados 2006,2006
Amapá,PL,15479,Camara dos Deputados 2006,2006
Tocantins,PL,2813,Camara dos Deputados 2006,2006
Maranhão,PL,34179,Camara dos Deputados 2006,2006
Piauí,PL,6893,Camara dos Deputados 2006,2006
Ceará,PL,146120,Camara dos Deputados 2006,2006
R. G. do Norte,PL,199497,Camara dos Deputados 2006,2006
Paraíba,PL,253154,Camara dos Deputados 2006,2006
Pernambuco,PL,215316,Camara dos Deputados 2006,2006
Alagoas,PL,58471,Camara dos Deputados 2006,2006
Sergipe,PL,37333,Camara dos Deputados 2006,2006
Bahia,PL,385058,Camara dos Deputados 2006,2006
Minas Gerais,PL,745282,Camara dos Deputados 2006,2006
Espírito Santo,PL,93006,Camara dos Deputados 2006,2006
Rio de Janeiro,PL,234852,Camara dos Deputados 2006,2006
São Paulo,PL,668164,Camara dos Deputados 2006,2006
Paraná,PL,246682,Camara dos Deputados 2006,2006
Santa Catarina,PL,71870,Camara dos Deputados 2006,2006
R. G. do Sul,PL,60714,Camara dos Deputados 2006,2006
M. G. do Sul,PL,3066,Camara dos Deputados 2006,2006
Mato Grosso,PL,105073,Camara dos Deputados 2006,2006
Goiás,PL,237953,Camara dos Deputados 2006,2006
Distrito Federal,PL,40478,Camara dos Deputados 2006,2006
Rondônia,PPS,132633,Camara dos Deputados 2006,2006
Acre,PPS,33136,Camara dos Deputados 2006,2006
Amazonas,PPS,8034,Camara dos Deputados 2006,2006
Roraima,PPS,5662,Camara dos Deputados 2006,2006
Pará,PPS,57065,Camara dos Deputados 2006,2006
Amapá,PPS,26893,Camara dos Deputados 2006,2006
Tocantins,PPS,7969,Camara dos Deputados 2006,2006
Maranhão,PPS,10066,Camara dos Deputados 2006,2006
Piauí,PPS,4789,Camara dos Deputados 2006,2006
Ceará,PPS,18808,Camara dos Deputados 2006,2006
R. G. do Norte,PPS,5757,Camara dos Deputados 2006,2006
Paraíba,PPS,42377,Camara dos Deputados 2006,2006
Pernambuco,PPS,158374,Camara dos Deputados 2006,2006
Alagoas,PPS,76385,Camara dos Deputados 2006,2006
Sergipe,PPS,13639,Camara dos Deputados 2006,2006
Bahia,PPS,134210,Camara dos Deputados 2006,2006
Minas Gerais,PPS,740238,Camara dos Deputados 2006,2006
Espírito Santo,PPS,29955,Camara dos Deputados 2006,2006
Rio de Janeiro,PPS,350257,Camara dos Deputados 2006,2006
São Paulo,PPS,497105,Camara dos Deputados 2006,2006
Paraná,PPS,620025,Camara dos Deputados 2006,2006
Santa Catarina,PPS,115086,Camara dos Deputados 2006,2006
R. G. do Sul,PPS,91321,Camara dos Deputados 2006,2006
M. G. do Sul,PPS,83104,Camara dos Deputados 2006,2006
Mato Grosso,PPS,271406,Camara dos Deputados 2006,2006
Goiás,PPS,14562,Camara dos Deputados 2006,2006
Distrito Federal,PPS,81606,Camara dos Deputados 2006,2006
Rondônia,PV,40561,Camara dos Deputados 2006,2006
Acre,PV,531,Camara dos Deputados 2006,2006
Amazonas,PV,9527,Camara dos Deputados 2006,2006
Roraima,PV,9194,Camara dos Deputados 2006,2006
Pará,PV,37421,Camara dos Deputados 2006,2006
Amapá,PV,2551,Camara dos Deputados 2006,2006
Tocantins,PV,8230,Camara dos Deputados 2006,2006
Maranhão,PV,165486,Camara dos Deputados 2006,2006
Piauí,PV,13027,Camara dos Deputados 2006,2006
Ceará,PV,70068,Camara dos Deputados 2006,2006
R. G. do Norte,PV,32379,Camara dos Deputados 2006,2006
Paraíba,PV,5038,Camara dos Deputados 2006,2006
Pernambuco,PV,13590,Camara dos Deputados 2006,2006
Alagoas,PV,38672,Camara dos Deputados 2006,2006
Sergipe,PV,2279,Camara dos Deputados 2006,2006
Bahia,PV,73262,Camara dos Deputados 2006,2006
Minas Gerais,PV,746511,Camara dos Deputados 2006,2006
Espírito Santo,PV,7900,Camara dos Deputados 2006,2006
Rio de Janeiro,PV,374226,Camara dos Deputados 2006,2006
São Paulo,PV,1442429,Camara dos Deputados 2006,2006
Paraná,PV,131560,Camara dos Deputados 2006,2006
Santa Catarina,PV,16763,Camara dos Deputados 2006,2006
R. G. do Sul,PV,74934,Camara dos Deputados 2006,2006
